26,1,2,3,1,1,11,5
2,16,2,5,5,8,3,9
2,4,18,1,4,3,10,8
2,4,3,26,11,1,3,0
3,2,1,15,21,3,4,1
1,0,3,2,9,28,5,2
10,1,3,2,5,4,20,5
1,3,13,1,6,6,7,13
